日付,時間,作業内容
2026/04/10,16:19:53,[ブラウザ(手動)] 閲覧: Chrome の AI  |  AI on Chrome  |  Chrome for Developers
2026/04/10,16:19:53,[外部ログ] Chrome の AI ?|? AI on Chrome ?|? Chrome for Developers - Google Chrome
2026/04/10,16:19:56,[外部ログ] Chrome の AI ?|? AI on Chrome ?|? Chrome for Developers
2026/04/10,16:20:35,[ブラウザ(手動)] 閲覧: AI搭載Chrome - Google 検索
2026/04/10,16:20:35,[外部ログ] AI搭載Chrome - Google 検索 - Google Chrome
2026/04/10,16:20:35,[外部ログ] AI搭載Chrome - Google 検索
2026/04/10,16:20:41,[ブラウザ(手動)] 閲覧: Gemini in Chrome - ブラウザに直接組み込まれた AI アシスタント
2026/04/10,16:20:41,[外部ログ] Gemini in Chrome - ブラウザに直接組み込まれた AI アシスタント - Google Chrome
2026/04/10,16:20:44,[外部ログ] Gemini in Chrome - ブラウザに直接組み込まれた AI アシスタント
2026/04/10,16:21:21,[ブラウザ(手動)] 閲覧: Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ
2026/04/10,16:21:21,[外部ログ] Use Gemini in Chrome - Computer - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:21:23,[外部ログ] Use Gemini in Chrome - Computer - Gemini アプリ ヘルプ
2026/04/10,16:21:24,[外部ログ] このページを翻訳しますか？
2026/04/10,16:21:24,[外部ログ] 翻訳しています…
2026/04/10,16:21:25,[外部ログ] 翻訳済み
2026/04/10,16:22:05,[外部ログ] Antigravity (User) セットアップ
2026/04/10,16:22:07,[外部ログ] Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:22:08,[外部ログ] Antigravity
2026/04/10,16:24:57,[外部ログ] Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:24:57,[外部ログ] 
2026/04/10,16:24:58,[外部ログ] Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:25:46,[外部ログ] Antigravity
2026/04/10,16:26:09,[外部ログ] エクスプローラー
2026/04/10,16:26:10,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\dist - エクスプローラー
2026/04/10,16:26:16,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:26:18,[外部ログ] フォルダーの選択
2026/04/10,16:26:34,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:26:49,[外部ログ] 
2026/04/10,16:26:50,[外部ログ] Snipping Tool
2026/04/10,16:26:52,[外部ログ] 
2026/04/10,16:26:52,[外部ログ] Snipping Tool オーバーレイ
2026/04/10,16:26:54,[外部ログ] 
2026/04/10,16:26:55,[外部ログ] Snipping Tool
2026/04/10,16:27:13,[外部ログ] 
2026/04/10,16:27:15,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:27:20,[外部ログ] Antigravity
2026/04/10,16:29:31,[外部ログ] 無題 および他 2 ページ - My profile ２ - Microsoft? Edge
2026/04/10,16:29:31,[外部ログ] Google Antigravity および他 2 ページ - My profile ２ - Microsoft? Edge
2026/04/10,16:29:31,[ブラウザ(Edge)] 閲覧: Google Antigravity Changelog
2026/04/10,16:29:32,[外部ログ] Google Antigravity Changelog および他 2 ページ - My profile ２ - Microsoft? Edge
2026/04/10,16:29:32,[外部ログ] Google Antigravity Changelog
2026/04/10,16:29:39,[外部ログ] 英語 のページを翻訳しますか?
2026/04/10,16:29:39,[外部ログ] Google Antigravity Changelog および他 2 ページ - My profile ２ - Microsoft? Edge
2026/04/10,16:29:39,[外部ログ] GoogleでAntigravity Changelogを検索 および他 2 ページ - My profile ２ - Microsoft? Edge
2026/04/10,16:30:09,[外部ログ] Antigravity
2026/04/10,16:34:29,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\dist - エクスプローラー
2026/04/10,16:34:38,[外部ログ] Antigravity
2026/04/10,16:35:22,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:35:29,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:35:31,[外部ログ] フォルダーの選択
2026/04/10,16:35:34,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:35:37,[外部ログ] 無題 - プロファイル 1 - Microsoft? Edge
2026/04/10,16:35:37,"[外部ログ] data:, - プロファイル 1 - Microsoft? Edge"
2026/04/10,16:35:38,[外部ログ] ログイン - プロファイル 1 - Microsoft? Edge
2026/04/10,16:35:48,[外部ログ] インフォメーション - プロファイル 1 - Microsoft? Edge
2026/04/10,16:35:50,[外部ログ] トップページ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:35:51,[外部ログ] 個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:35:57,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:36:09,[外部ログ] メッセージの詳細 - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:36:12,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:36:13,[外部ログ] メッセージの詳細 - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:36:13,[外部ログ] 個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:36:14,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:36:19,[外部ログ] 個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:36:26,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:36:46,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:36:52,[外部ログ] Antigravity
2026/04/10,16:36:52,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\dist - エクスプローラー
2026/04/10,16:36:55,[外部ログ] Antigravity
2026/04/10,16:36:55,[外部ログ] Program Manager
2026/04/10,16:36:57,[外部ログ] 
2026/04/10,16:37:04,[外部ログ] PC - エクスプローラー
2026/04/10,16:37:12,[外部ログ] Downloads - エクスプローラー
2026/04/10,16:37:13,[外部ログ] Desktop - エクスプローラー
2026/04/10,16:37:16,[外部ログ] TESTCybozu - エクスプローラー
2026/04/10,16:37:16,[外部ログ] C:\Users\フォーレスト026\Desktop\TESTCybozu - エクスプローラー
2026/04/10,16:37:18,[外部ログ] TEST2 - エクスプローラー
2026/04/10,16:37:18,[外部ログ] C:\Users\フォーレスト026\Desktop\TESTCybozu\TEST2 - エクスプローラー
2026/04/10,16:37:28,[外部ログ] 
2026/04/10,16:37:31,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:37:35,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:37:37,[外部ログ] フォルダーの選択
2026/04/10,16:37:41,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:37:44,[外部ログ] 無題 - プロファイル 1 - Microsoft? Edge
2026/04/10,16:37:44,"[外部ログ] data:, - プロファイル 1 - Microsoft? Edge"
2026/04/10,16:37:44,[外部ログ] ログイン - プロファイル 1 - Microsoft? Edge
2026/04/10,16:37:52,[外部ログ] インフォメーション - プロファイル 1 - Microsoft? Edge
2026/04/10,16:37:54,[外部ログ] トップページ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:37:56,[外部ログ] 個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:38:02,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:40:58,[外部ログ] 個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:41:30,[外部ログ] Antigravity
2026/04/10,16:41:32,[外部ログ] Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:41:34,[外部ログ] 個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge
2026/04/10,16:41:34,[外部ログ] Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:41:35,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:41:45,[外部ログ] 
2026/04/10,16:41:47,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:41:49,[外部ログ] Chrome で Gemini を使用する - コンピューター - Gemini アプリ ヘルプ - Google Chrome
2026/04/10,16:41:50,[外部ログ] 
2026/04/10,16:41:51,[外部ログ] C:\Users\フォーレスト026\Desktop\TESTCybozu\TEST2 - エクスプローラー
2026/04/10,16:41:53,[外部ログ] （NAS）伊藤 - エクスプローラー
2026/04/10,16:41:53,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤 - エクスプローラー
2026/04/10,16:41:55,[外部ログ] 配布ソフト - エクスプローラー
2026/04/10,16:41:55,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト - エクスプローラー
2026/04/10,16:42:22,[外部ログ] サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:42:22,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:42:26,[外部ログ] Antigravity
2026/04/10,16:43:15,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\dist - エクスプローラー
2026/04/10,16:43:21,[外部ログ] Antigravity
2026/04/10,16:48:49,[外部ログ] 個人フォルダの詳細検索 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:48:53,[外部ログ] 個人フォルダ - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:48:54,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:48:59,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:04,[外部ログ] forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex&FID=inbox および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:49:04,[外部ログ] 個人フォルダ - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:49:04,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:07,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:15,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:17,[外部ログ] メッセージの詳細 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:49:17,[ブラウザ(Edge)] 閲覧: メッセージの詳細 - サイボウズ Office
2026/04/10,16:49:18,[外部ログ] メッセージの詳細 - サイボウズ Office
2026/04/10,16:49:20,[外部ログ] 個人フォルダ - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:49:20,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:28,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:34,[ブラウザ(Edge)] 閲覧: 個人フォルダ - サイボウズ Office
2026/04/10,16:49:35,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:49:38,[外部ログ] メッセージの詳細 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:49:38,[ブラウザ(Edge)] 閲覧: メッセージの詳細 - サイボウズ Office
2026/04/10,16:49:39,[外部ログ] メッセージの詳細 - サイボウズ Office
2026/04/10,16:51:23,[外部ログ] forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:51:23,[外部ログ] 個人フォルダ - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:51:24,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/10,16:51:24,[外部ログ] メッセージの送信 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:51:25,[外部ログ] メッセージの送信 - サイボウズ Office
2026/04/10,16:53:40,[外部ログ] 
2026/04/10,16:53:42,[外部ログ] メッセージの送信 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:53:42,[外部ログ] サイボウズOffice メールエクスポートツール
2026/04/10,16:53:44,[外部ログ] メッセージの送信 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:53:45,[外部ログ] Antigravity
2026/04/10,16:55:05,[外部ログ] 
2026/04/10,16:55:08,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:55:11,[外部ログ] Antigravity
2026/04/10,16:55:15,[外部ログ] メッセージの送信 - サイボウズ Office および他 4 ページ - My profile １ - Microsoft? Edge
2026/04/10,16:55:15,[外部ログ] Antigravity
2026/04/10,16:55:15,[外部ログ] Program Manager
2026/04/10,16:55:16,[外部ログ] 
2026/04/10,16:55:18,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:55:37,[外部ログ] Antigravity
2026/04/10,16:57:38,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools - エクスプローラー
2026/04/10,16:57:46,[外部ログ] 
2026/04/10,16:57:52,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:57:57,[外部ログ] Program Manager
2026/04/10,16:58:08,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:58:12,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools - エクスプローラー
2026/04/10,16:58:13,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:58:14,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\tools\dist - エクスプローラー
2026/04/10,16:58:14,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:58:16,[外部ログ] C:\Users\フォーレスト026\MyProject\MyProject\dist - エクスプローラー
2026/04/10,16:58:16,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:58:17,[外部ログ] Program Manager
2026/04/10,16:58:20,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:58:45,[外部ログ] Antigravity
2026/04/10,16:59:08,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:59:12,[外部ログ] 開いているファイル - セキュリティの警告
2026/04/10,16:59:14,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\配布ソフト\サイボウズ社内メール抽出ツール - エクスプローラー
2026/04/10,16:59:20,[開発] Gitコミット: feat: ビルド用バッチファイルの追加とプロジェクトディレクトリの整理
